"Iteration","Lift Coefficient Monitor: Lift Coefficient Monitor"
1.0,-1.987781677868241E-8
2.0,-1.2375872749035557E-4
3.0,-5.149348716214075E-5
4.0,-2.6858506592338404E-5
5.0,-3.571627223727585E-6
6.0,8.333060320187226E-6
7.0,2.9421246193168282E-6
8.0,-6.289538660873629E-5
10.0,-5.167269620231149E-4
11.0,-0.0010055430396017147
12.0,-0.001712130559921251
13.0,-0.002656117702408027
14.0,-0.0038721129082481694
15.0,-0.005302557671049331
16.0,-0.00691333293653159
17.0,-0.008686361447921719
19.0,-0.012514968282891756
20.0,-0.014432139741516458
21.0,-0.016352072672700273
22.0,-0.018078109977083128
23.0,-0.019566024565175165
24.0,-0.020829825697299423
25.0,-0.02183346298324342
26.0,-0.02238257149294789
28.0,-0.022478362462070228
29.0,-0.021949902249371357
30.0,-0.021076696267780616
31.0,-0.01996494664994066
32.0,-0.01901311922298921
33.0,-0.017862736580199396
34.0,-0.016578611209147883
35.0,-0.015050124074192716
37.0,-0.01219020004384505
38.0,-0.011716408488904713
39.0,-0.011966344432096003
40.0,-0.010789928452626437
41.0,-0.008483727437252148
42.0,-0.0010458831578310209
43.0,0.010662581435544933
44.0,0.025278755262646387
46.0,0.051444178614833184
47.0,0.06327794073247371
48.0,0.07348132455405004
49.0,0.08508908750814956
50.0,0.0969927275501183
51.0,0.11067893280582243
52.0,0.1262484274913982
53.0,0.1424968864169544
55.0,0.17406553840575006
56.0,0.18485089374020863
57.0,0.19416397179602624
58.0,0.20931014920817118
59.0,0.23245037981539335
60.0,0.26344131232877
61.0,0.2958693632969021
62.0,0.32593022172776276
64.0,0.38673447965159086
65.0,0.41547164796806185
66.0,0.4375668036209789
67.0,0.45335221119288616
68.0,0.4633817983276056
69.0,0.4685647121534273
70.0,0.4651030775843083
71.0,0.4536764282235161
73.0,0.4149168462392973
74.0,0.390296247393615
75.0,0.3616573316181089
76.0,0.3295276365076337
77.0,0.2944041022896586
78.0,0.2558462521341695
79.0,0.21447329645900198
80.0,0.17007610364564604
82.0,0.06391068223580515
83.0,0.0014989693117468308
84.0,-0.060531176338954995
85.0,-0.11698038512292548
86.0,-0.1617639031070098
87.0,-0.1930825704824271
88.0,-0.21023735470949026
89.0,-0.2145516311278426
91.0,-0.18361022180913522
92.0,-0.1533523614152307
93.0,-0.10466476715539726
94.0,-0.0318709430232713
95.0,0.05080370319188458
96.0,0.13721088423099517
97.0,0.2247386134064665
98.0,0.3053094184150219
100.0,0.4147929419006617
101.0,0.4401231937710013
102.0,0.4393420116824604
103.0,0.41573049316976185
104.0,0.3786102413732536
105.0,0.33581118292969725
106.0,0.2888269526253994
108.0,0.20075263153980985
109.0,0.16063554785818196
110.0,0.12151295214852302
111.0,0.08245897822323593
112.0,0.041710343861128076
113.0,-0.001961350945555552
114.0,-0.04542135841274401
115.0,-0.0882909034539781
117.0,-0.1653250433537426
118.0,-0.19866479880919027
119.0,-0.22869880225701045
120.0,-0.25520480792410755
121.0,-0.2772305259720524
122.0,-0.29350978394821586
123.0,-0.30374539781821414
124.0,-0.3094189169914647
126.0,-0.3138939667431155
127.0,-0.3138983481182983
128.0,-0.3152594444944941
129.0,-0.31596211190433493
130.0,-0.3148428875404022
131.0,-0.31354097227436656
132.0,-0.3127997996016119
133.0,-0.3022156273735512
135.0,-0.2872488541020594
136.0,-0.26954611709339
137.0,-0.25800621747685587
138.0,-0.2387556972474276
139.0,-0.2102330373060481
140.0,-0.17814898766112452
141.0,-0.14830703585450308
142.0,-0.09949820556505894
144.0,0.04352424409928226
145.0,0.13382488829417297
146.0,0.23774465032234293
147.0,0.3701456582589805
148.0,0.5315479714546487
149.0,0.6705886168108474
150.0,0.7747439618672043
151.0,0.8736767722139325
153.0,0.7200045354022235
154.0,0.5027695606523382
155.0,0.38268067308583037
156.0,0.2911707365782447
157.0,0.18980802494533236
158.0,0.08637673765298252
159.0,-0.01158808507230365
160.0,-0.09948177300726618
162.0,-0.23303828672283808
163.0,-0.2779842949682674
164.0,-0.3100408801244679
165.0,-0.32957975896747455
166.0,-0.337028224945228
167.0,-0.3332954757209833
168.0,-0.3207948517060213
169.0,-0.3020895198579636
171.0,-0.2576643791958843
172.0,-0.23587953470335582
173.0,-0.21656010618341118
174.0,-0.19960064727128915
175.0,-0.18513415022374108
176.0,-0.17275364407111554
177.0,-0.1615791657820416
178.0,-0.15078961105614236
180.0,-0.1250879424368621
181.0,-0.10817166423701967
182.0,-0.08937112176673649
183.0,-0.06951383758385905
184.0,-0.04936749948137566
185.0,-0.029055541952133522
186.0,-0.00933037411182939
187.0,0.009231809152189276
189.0,0.04265103124610651
190.0,0.05735489334007609
191.0,0.07060773921478714
192.0,0.0825571484203593
193.0,0.09397131623338768
194.0,0.10515428734627849
195.0,0.11606897138978008
196.0,0.12605189311811682
198.0,0.1403973361474214
199.0,0.1434041134772774
200.0,0.14264672526150032
201.0,0.13752791377090667
202.0,0.12826314272193767
203.0,0.11476654464388938
204.0,0.10007640541918426
205.0,0.08566067097387092
207.0,0.057897086566606935
208.0,0.042726346541766005
209.0,0.026285414235392508
210.0,0.008988657135641355
211.0,-0.007533789355240292
212.0,-0.02222008626290604
213.0,-0.03412599854216895
215.0,-0.0498080149423474
216.0,-0.05349749399726582
217.0,-0.05559531596775267
218.0,-0.05812380245498016
219.0,-0.06206215280545217
220.0,-0.0693294850337452
221.0,-0.07967520899527153
222.0,-0.09390432865342428
224.0,-0.12775075628393573
225.0,-0.1432486570414167
226.0,-0.15559369645888596
227.0,-0.16255430766001028
228.0,-0.16389543935821502
229.0,-0.16114022076107612
230.0,-0.15509799079355033
231.0,-0.14772209006482576
233.0,-0.13078180015252097
234.0,-0.12299910359243216
235.0,-0.11479359509685884
236.0,-0.10562255797759514
237.0,-0.09495592666761052
238.0,-0.0828481982740666
239.0,-0.06947864103938237
240.0,-0.05520272098397484
242.0,-0.0239652789635532
243.0,-0.007383337462848411
244.0,0.009811251663316561
245.0,0.027274954426448478
246.0,0.04474028961474388
247.0,0.06157992402837893
248.0,0.077497913483373
249.0,0.09156191169129388
251.0,0.11289316400601801
252.0,0.11905058514752025
253.0,0.12239145574699524
254.0,0.12314465357773499
255.0,0.12127796201032237
256.0,0.11744948488108611
257.0,0.11191457798164602
258.0,0.10478246902610847
260.0,0.08618916852696301
261.0,0.07656761951110178
262.0,0.06664887269382215
263.0,0.05742757838553566
264.0,0.04802060382508269
265.0,0.03860125844433763
266.0,0.02968834127944372
267.0,0.020430753969727048
269.0,0.00170535404637467
270.0,-0.007421087838453589
271.0,-0.015229199569853382
272.0,-0.021708368772796232
273.0,-0.026837028023991096
274.0,-0.030791444908921925
275.0,-0.03384281123914963
276.0,-0.03600402392788637
278.0,-0.039407798087292084
279.0,-0.04084772394842853
280.0,-0.042633558489011215
281.0,-0.04364824469023463
282.0,-0.04405653534031049
283.0,-0.0439107408951699
284.0,-0.04300426378111846
285.0,-0.041889136275946044
287.0,-0.03744609883571613
288.0,-0.034649804975980074
289.0,-0.03111884093949103
290.0,-0.026624990753574183
291.0,-0.021310994023386518
292.0,-0.015356088223398652
293.0,-0.009042525157760627
294.0,-0.0027749490498754676
296.0,0.009151869336483771
297.0,0.01472967078960818
298.0,0.01967235463023554
299.0,0.02422584125699992
300.0,0.02826896818022497
301.0,0.031811855744118774
302.0,0.034814371725587455
303.0,0.0368312202391303
305.0,0.03811216604363784
306.0,0.03735202161273752
307.0,0.03570127043917256
308.0,0.03330228313044595
309.0,0.030495739380079368
310.0,0.02746120687356575
311.0,0.024497012673311933
312.0,0.021808815824880118
314.0,0.0167942634852905
315.0,0.01463304704427269
316.0,0.012510227087745102
317.0,0.010559924843619735
318.0,0.00859784599241906
319.0,0.006549319694578703
320.0,0.00446421307157267
322.0,-5.634734037516571E-4
323.0,-0.0033729148572683417
324.0,-0.006086754010023397
325.0,-0.008604937740792786
326.0,-0.010773616068445837
327.0,-0.012716828246863654
328.0,-0.014300027088725216
329.0,-0.015940075468383552
331.0,-0.01909512976725528
332.0,-0.020806290674650934
333.0,-0.022710328256729306
334.0,-0.02438664364615967
335.0,-0.02634706927001044
336.0,-0.028028835431008627
337.0,-0.02932530850207564
338.0,-0.030123957512562784
340.0,-0.030079652126247365
341.0,-0.029416572048762874
342.0,-0.02825471897663254
343.0,-0.026748821065355696
344.0,-0.024986865853488367
345.0,-0.02265936021204608
346.0,-0.020155616247523878
347.0,-0.01745062635342326
349.0,-0.01118974276689527
350.0,-0.007656506611713847
351.0,-0.003963198252736976
352.0,-3.716134521177762E-4
353.0,0.003266121774408085
354.0,0.006696211114024084
355.0,0.009820777614128536
356.0,0.012744512975531828
358.0,0.0172509206090561
359.0,0.018562021055088404
360.0,0.019406782552089583
361.0,0.01972019037128626
362.0,0.019556780907220787
363.0,0.018838008655601614
364.0,0.017509124238601202
365.0,0.015721931361841045
367.0,0.011180767300112587
368.0,0.008496997559881767
369.0,0.005660109337495644
370.0,0.0026948115858657193
371.0,-2.6781834770602734E-4
372.0,-0.003039348395934064
373.0,-0.005671213145609747
374.0,-0.008049761822873841
376.0,-0.012168803257723803
377.0,-0.01385587276972138
378.0,-0.015173234428426002
379.0,-0.01618880560154334
380.0,-0.016849018923108323
381.0,-0.017260334638297667
382.0,-0.01739904758169637
383.0,-0.01728830956342064
385.0,-0.016153195851969785
386.0,-0.01528980960246339
387.0,-0.014277550274694142
388.0,-0.013165888698927068
389.0,-0.01194428563910742
390.0,-0.010620485670031566
391.0,-0.00931687198819603
392.0,-0.008051574512245089
394.0,-0.005598630019026157
395.0,-0.0045117188478427965
396.0,-0.0035194778439773863
397.0,-0.0026339528666838477
398.0,-0.0018283911951380808
399.0,-0.0012015220779472153
400.0,-7.261974472759641E-4
401.0,-3.55597955032728E-4
403.0,1.9315356040826406E-4
404.0,4.1331521763102066E-4
405.0,5.529329686797734E-4
406.0,5.45023407564063E-4
407.0,4.561215692946902E-4
408.0,2.1659779303063965E-4
409.0,-1.1955723060475859E-4
410.0,-5.006248515876735E-4
412.0,-0.0016353154205590945
413.0,-0.0021893220321237087
414.0,-0.002764948260000784
415.0,-0.003294523510086126
416.0,-0.0037150755250239076
417.0,-0.0041423707568033945
418.0,-0.004479531312689205
419.0,-0.0048354245506329885
421.0,-0.005506718502685927
422.0,-0.005838620830578442
423.0,-0.006187759864132028
424.0,-0.006466863416603606
425.0,-0.006684319708350389
426.0,-0.006826519571321809
427.0,-0.007035450284080573
429.0,-0.007435855865916951
430.0,-0.007515261369014372
431.0,-0.0076077288810909695
432.0,-0.0076421593751527395
433.0,-0.00755620174948109
434.0,-0.007423023303224924
435.0,-0.0072491506323909966
436.0,-0.007063979593478809
438.0,-0.006445268040152016
439.0,-0.006107008741038859
440.0,-0.005887656865855323
441.0,-0.005644597588866582
442.0,-0.005377149790402865
443.0,-0.005105277940039839
444.0,-0.004849596500427392
445.0,-0.004552406678540211
447.0,-0.003873438711762306
448.0,-0.003469349073982126
449.0,-0.0030565597788404647
450.0,-0.002636565354889618
451.0,-0.0021744937743716723
452.0,-0.0017124050973156605
453.0,-0.0012654155191498709
454.0,-8.283861226497328E-4
456.0,4.8359887292166135E-6
457.0,3.902790415488249E-4
458.0,6.769493544369785E-4
459.0,8.887150162132755E-4
460.0,0.0010335407044925013
461.0,0.0010971949876381827
462.0,0.0011189956692103011
463.0,0.0010716667331229263
465.0,7.903955981069796E-4
466.0,5.738647644781915E-4
467.0,3.0641958653547047E-4
468.0,1.3849773618161432E-5
469.0,-3.557605829243885E-4
470.0,-8.051113720843458E-4
471.0,-0.0013490264183335524
472.0,-0.0019241075115188847
474.0,-0.0031406456951918954
475.0,-0.0037746978300373826
476.0,-0.00436262151879745
477.0,-0.0048782018741809945
478.0,-0.005378897394221276
479.0,-0.005788885014785934
480.0,-0.006180834092603354
481.0,-0.006445373883790986
483.0,-0.006773808232121474
484.0,-0.0068702299400930505
485.0,-0.006870004196078929
486.0,-0.0068218413465195036
487.0,-0.006716503010359439
488.0,-0.006632787680683747
489.0,-0.0064903079755029075
490.0,-0.006339119947177112
492.0,-0.0058902793315935694
493.0,-0.0056586748632397234
494.0,-0.005407872492319782
495.0,-0.005174757080689125
496.0,-0.004887870378470567
497.0,-0.004529817870667397
498.0,-0.004179983352823562
499.0,-0.0037671176837966685
501.0,-0.0029517983750274195
502.0,-0.0025358069555839794
503.0,-0.0021531996341660345
504.0,-0.0017737740554793879
505.0,-0.0014133043437194316
506.0,-0.0010423313847324643
507.0,-7.057368025214219E-4
508.0,-3.8534980278580186E-4
510.0,4.623043877196846E-5
511.0,2.2317077983976196E-4
512.0,3.572117914852438E-4
513.0,4.4567768007685617E-4
514.0,5.055459620298139E-4
515.0,5.22048035169634E-4
516.0,5.141382203631922E-4
517.0,4.7949912536766475E-4
519.0,3.2966439421982466E-4
520.0,2.0884071753147918E-4
521.0,6.386772388521371E-5
522.0,-1.1926628117948941E-4
523.0,-3.234444919115138E-4
524.0,-5.491604279070117E-4
525.0,-7.877528555579543E-4
527.0,-0.0012794523114054773
528.0,-0.0015454126056990692
529.0,-0.001795693226131598
530.0,-0.0020401896500781835
531.0,-0.002290519256144711
532.0,-0.0025291858973407154
533.0,-0.002760963871928506
534.0,-0.0029692374224228216
536.0,-0.0033707743691167476
537.0,-0.0035355897818801453
538.0,-0.003689688139717323
539.0,-0.003815124336773439
540.0,-0.00392945310423115
541.0,-0.004005089233347255
542.0,-0.004063185985352189
543.0,-0.004110627590263836
545.0,-0.004156561780008661
546.0,-0.0041332251802307755
547.0,-0.004121430123751424
548.0,-0.004095746849063873
549.0,-0.00403039432647113
550.0,-0.003957863899708369
551.0,-0.00385056283444136
552.0,-0.003748690847757442
554.0,-0.0034739953598470086
555.0,-0.003319784239400111
556.0,-0.003168408780891036
557.0,-0.0030067438045900427
558.0,-0.0028589274051157073
559.0,-0.0026692328906696263
560.0,-0.0025066218727645456
561.0,-0.0023516189822328773
563.0,-0.002036507429155341
564.0,-0.001910139909593411
565.0,-0.0018054716363651274
566.0,-0.0016484556900986898
567.0,-0.001509394124185588
568.0,-0.0013925799774732548
569.0,-0.0013389297433329802
570.0,-0.001265660326480101
572.0,-0.0011644772113029967
573.0,-0.0011139079028100857
574.0,-0.0011036010157190932
575.0,-0.0010891184748038436
576.0,-0.0010906128728194195
577.0,-0.0011486651925789284
578.0,-0.0011783927068228061
579.0,-0.0012395384551842927
581.0,-0.0013420578462407433
582.0,-0.0014063907369120047
583.0,-0.00148500843844419
584.0,-0.0015865976768127642
585.0,-0.0016661233453076046
586.0,-0.0017493026181410831
587.0,-0.0018404058331130929
588.0,-0.0019569494605952155
590.0,-0.002124812742576706
591.0,-0.00219587970541803
592.0,-0.0022497310302494176
593.0,-0.0023205671305478897
594.0,-0.0023535578979338874
595.0,-0.0023774391999190647
596.0,-0.0023798956902981237
597.0,-0.0023827490520303
599.0,-0.0023597693219795297
600.0,-0.0023047702999009698
601.0,-0.0022579724491279328
602.0,-0.0022373990733342195
603.0,-0.0021616137313416753
604.0,-0.0021112179725424987
605.0,-0.0020383795258968503
606.0,-0.0019663213196853355
608.0,-0.0018420461170227417
609.0,-0.0017773535500176857
610.0,-0.0017176059543948423
611.0,-0.0016556835486732687
612.0,-0.0016103829227121376
613.0,-0.0015597710756940593
614.0,-0.0015068674973240876
615.0,-0.001455803136814633
617.0,-0.0014301229062707325
618.0,-0.0013937412994527918
619.0,-0.001410120851429596
620.0,-0.001378785501376815
621.0,-0.0013970281501166134
622.0,-0.0014025524942943462
623.0,-0.0014036062308167216
624.0,-0.0014365039950540598
626.0,-0.001471370190897182
627.0,-0.001482017450368518
628.0,-0.0015180864791971567
629.0,-0.001546335672675216
